name;artist;album;release_date;duration_ms;popularity;genres;YouTube_Title;YouTube_URL;downloaded
Xuculatina - Remix;Figa Flawas The Tyets Julieta;Xuculatina Remix;2022-08-12;193250;43;[];Figa Flawas x The Tyets x Julieta - Xuculatina REMIX;https://www.youtube.com/watch?v=35tCeJyG8G4&pp=ygUwWHVjdWxhdGluYSAtIFJlbWl4IEZpZ2EgRmxhd2FzIFRoZSBUeWV0cyBKdWxpZXRh;False
Musica Naix de la Rabia;Aspencat;Tot es Ara;2015-09-09;235823;31;['ska'];Aspencat - Música naix de la ràbia (Videoclip Oficial);https://www.youtube.com/watch?v=0l10OvFwEik&pp=ygUgTXVzaWNhIE5haXggZGUgbGEgUmFiaWEgQXNwZW5jYXQ%3D;False
Naixen Primaveres;Aspencat;Naixen Primaveres;2011-02-19;205866;29;['ska'];Aspencat - Naixen Primaveres;https://www.youtube.com/watch?v=n5SssziikhY&pp=ygUaTmFpeGVuIFByaW1hdmVyZXMgQXNwZW5jYXQ%3D;False
Mediterrania;La Fumiga El Diluvi VADEBO;Espremedors;2019-11-05;201786;48;['punk rap', 'ska', 'ska punk'];La Fúmiga - MEDITERRÀNIA ft. Flora (El Diluvi) i Man (VADEBO) | VIDEOCLIP | Espremedors (2019);https://www.youtube.com/watch?v=AQcRLOhO3Ng&pp=ygUnTWVkaXRlcnJhbmlhIExhIEZ1bWlnYSBFbCBEaWx1dmkgVkFERUJP;False
Superglu;Teuma Thug;Superglu;2021-08-11;186352;20;[];SUPERGLU ONESHOT by Teuma Thug (Prod. Maken Row);https://www.youtube.com/watch?v=BD88c-xR2Ew&pp=ygUTU3VwZXJnbHUgVGV1bWEgVGh1Zw%3D%3D;False
Quina Calitja;La Gossa Sorda;Sao;2008-04-07;234653;34;['ska', 'ska punk'];"LA GOSSA SORDA ""Quina calitja"" - Videoclip oficial";https://www.youtube.com/watch?v=Qbs8EVwG6JU&pp=ygUcUXVpbmEgQ2FsaXRqYSBMYSBHb3NzYSBTb3JkYQ%3D%3D;False
Tobogan;ZOO;Llepolies;2021-03-26;293600;49;[];ZOO - TOBOGAN (Llepolies, 2021);https://www.youtube.com/watch?v=Es4u6GrV7hw&pp=ygULVG9ib2dhbiBaT08%3D;False
Camals Mullats;La Gossa Sorda;Sao;2008-04-07;311893;38;['ska', 'ska punk'];Camals Mullats - La gossa Sorda;https://www.youtube.com/watch?v=z7C6NsbQPe0&pp=ygUdQ2FtYWxzIE11bGxhdHMgTGEgR29zc2EgU29yZGE%3D;False
Corbelles;ZOO;Tempestes Venen del Sud;2014-11-10;251750;41;[];ZOO - Corbelles (videoclip);https://www.youtube.com/watch?v=j1Jd_ywWDn4&pp=ygUNQ29yYmVsbGVzIFpPTw%3D%3D;False
Ventiladors;ZOO;Raval;2017-03-24;214247;43;[];ZOO - 03 VENTILADORS;https://www.youtube.com/watch?v=lZU_V1GhuVU&pp=ygUPVmVudGlsYWRvcnMgWk9P;False
Camins Remix;ZOO Obrint Pas Oques Grases;Esbarzers  Camins;2015-09-23;266363;32;['ska', 'ska punk'];ZOO & OQUES GRASSES - CAMINS (versió eròtica OBRINT PAS);https://www.youtube.com/watch?v=PKsjEXnKh1Y&pp=ygUoQ2FtaW5zIFJlbWl4IFpPTyBPYnJpbnQgUGFzIE9xdWVzIEdyYXNlcw%3D%3D;False
Estiu;ZOO;Tempestes Venen del Sud;2014-11-10;215736;45;[];ZOO - ESTIU;https://www.youtube.com/watch?v=MI19iKuNeHg&pp=ygUJRXN0aXUgWk9P;False
